Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,Karyawan Beratahan,Travel_Rarely,174,Sales,8,Master,Technical Degree,Very High,Male,56,Medium,Advanced,Sales Executive,Medium,Married,13120,11879,6,No,17,High,Medium,Low,22,3,Excellent,9,8,2,3
36,Karyawan Beratahan,Travel_Rarely,132,Research & Development,6,Bachelor,Life Sciences,Medium,Female,55,Very High,Basic,Laboratory Technician,Very High,Married,3038,22002,3,No,12,High,Medium,Very High,5,3,Excellent,1,0,0,0
53,Karyawan Beratahan,Travel_Rarely,970,Research & Development,7,Bachelor,Life Sciences,High,Male,59,Very High,Advanced,Research Director,High,Married,14814,13514,3,No,19,High,High,Very High,32,3,Excellent,5,1,1,3
53,Karyawan Beratahan,Travel_Rarely,868,Sales,8,Bachelor,Marketing,Low,Male,73,High,Advanced,Sales Executive,Very High,Married,11836,22789,5,No,14,High,High,Low,28,3,Excellent,2,0,2,2
31,Karyawan Keluar,Travel_Frequently,1445,Research & Development,1,Doctor,Life Sciences,High,Female,100,Very High,Intermediate ,Manufacturing Director,Medium,Single,7446,8931,1,No,11,High,Low,Very High,10,2,Excellent,10,8,4,7
29,Karyawan Beratahan,Travel_Rarely,1389,Research & Development,21,Master,Life Sciences,Medium,Female,51,Very High,Intermediate ,Manufacturing Director,Low,Divorced,9980,10195,1,No,11,High,High,Low,10,1,Excellent,10,9,8,8
26,Karyawan Keluar,Travel_Frequently,342,Research & Development,2,Bachelor,Life Sciences,Low,Male,57,High,Basic,Research Scientist,Low,Married,2042,15346,6,Yes,14,High,Medium,Low,6,2,Excellent,3,2,1,2
20,Karyawan Keluar,Travel_Rarely,500,Sales,2,Bachelor,Medical,High,Female,49,Medium,Basic,Sales Representative,High,Single,2044,22052,1,No,13,High,Very High,Very High,2,3,Good,2,2,0,2
31,Karyawan Beratahan,Travel_Rarely,828,Sales,2,Below College,Life Sciences,Medium,Male,77,High,Advanced,Sales Executive,Very High,Single,6582,8346,4,Yes,13,High,High,Very High,10,2,Outstanding,6,5,0,5
33,Karyawan Beratahan,Travel_Rarely,1075,Human Resources,3,College,Human Resources,Very High,Male,57,High,Basic,Human Resources,Medium,Divorced,2277,22650,3,Yes,11,High,High,Low,7,4,Outstanding,4,3,0,3
25,Karyawan Beratahan,Travel_Rarely,949,Research & Development,1,Bachelor,Technical Degree,Low,Male,81,High,Basic,Laboratory Technician,Very High,Married,3229,4910,4,No,11,High,Medium,Low,7,2,Good,3,2,0,2
34,Karyawan Beratahan,Travel_Rarely,1442,Research & Development,9,Bachelor,Medical,Very High,Female,46,Medium,Intermediate ,Healthcare Representative,Medium,Single,8621,17654,1,No,14,High,Medium,Very High,9,3,Outstanding,8,7,7,7
33,Karyawan Beratahan,Travel_Frequently,515,Research & Development,1,College,Life Sciences,Low,Female,98,High,Intermediate ,Research Director,Very High,Single,13458,15146,1,Yes,12,High,High,Very High,15,1,Excellent,15,14,8,12
45,Karyawan Beratahan,Travel_Rarely,1448,Research & Development,29,Bachelor,Technical Degree,Medium,Male,55,High,Intermediate ,Manufacturing Director,Very High,Married,9380,14720,4,Yes,18,High,Very High,Medium,10,4,Outstanding,3,1,1,2
40,Karyawan Beratahan,Travel_Frequently,902,Research & Development,26,College,Medical,High,Female,92,Medium,Advanced,Research Scientist,Very High,Married,4422,21203,3,Yes,13,High,Very High,Low,16,3,Low,1,1,0,0
22,Karyawan Beratahan,Travel_Rarely,253,Research & Development,11,Bachelor,Medical,Low,Female,43,High,Basic,Research Scientist,Medium,Married,2244,24440,1,No,13,High,Very High,Low,2,1,Excellent,2,1,1,2
38,Karyawan Keluar,Travel_Rarely,1180,Research & Development,29,Below College,Medical,Medium,Male,70,High,Advanced,Healthcare Representative,Low,Married,6673,11354,7,Yes,19,High,Medium,Very High,17,2,Excellent,1,0,0,0
43,Karyawan Beratahan,Travel_Rarely,782,Research & Development,6,Master,Other,Medium,Male,50,Medium,Advanced,Research Director,Very High,Divorced,16627,2671,4,Yes,14,High,High,Low,21,3,Good,1,0,0,0
48,Karyawan Beratahan,Travel_Rarely,530,Sales,29,Below College,Medical,Low,Female,91,High,Intermediate ,Manager,High,Married,12504,23978,3,No,21,Very High,Medium,Low,15,3,Low,0,0,0,0
18,Karyawan Beratahan,Non-Travel,287,Research & Development,5,College,Life Sciences,Medium,Male,73,High,Basic,Research Scientist,Very High,Single,1051,13493,1,No,15,High,Very High,Very High,0,2,Excellent,0,0,0,0
35,Karyawan Beratahan,Travel_Rarely,1296,Research & Development,5,Master,Technical Degree,High,Male,62,High,Intermediate ,Manufacturing Director,Medium,Single,8095,18264,0,No,13,High,Very High,Very High,17,5,Excellent,16,6,0,13
28,Karyawan Beratahan,Travel_Frequently,193,Research & Development,2,Bachelor,Life Sciences,Very High,Male,52,Medium,Basic,Laboratory Technician,Very High,Married,3867,14222,1,Yes,12,High,Medium,Low,2,2,Excellent,2,2,2,2
48,Karyawan Beratahan,Travel_Rarely,1236,Research & Development,1,Master,Life Sciences,Very High,Female,40,Medium,Advanced,Manager,Low,Married,15402,17997,7,No,11,High,Low,Low,21,3,Low,3,2,0,2
40,Karyawan Beratahan,Travel_Rarely,989,Research & Development,4,Below College,Medical,Very High,Female,46,High,Advanced,Manager,High,Married,19033,6499,1,No,14,High,Medium,Low,21,2,Excellent,20,8,9,9
25,Karyawan Beratahan,Travel_Rarely,141,Sales,3,Below College,Other,High,Male,98,High,Advanced,Sales Executive,Low,Married,4194,14363,1,Yes,18,High,Very High,Very High,5,3,Excellent,5,3,0,3
29,Karyawan Keluar,Travel_Rarely,806,Research & Development,7,Bachelor,Technical Degree,Medium,Female,39,High,Basic,Laboratory Technician,High,Divorced,3339,17285,3,Yes,13,High,Low,Medium,10,2,Excellent,7,7,7,7
55,Karyawan Beratahan,Travel_Frequently,1091,Research & Development,2,Below College,Life Sciences,Very High,Male,65,High,Intermediate ,Manufacturing Director,Medium,Married,10976,15813,3,No,18,High,Medium,Low,23,4,Excellent,3,2,1,2
31,Karyawan Beratahan,Travel_Rarely,1274,Research & Development,9,Below College,Life Sciences,High,Male,33,High,Intermediate ,Manufacturing Director,Medium,Divorced,10648,14394,1,No,25,Very High,Very High,Low,13,6,Outstanding,13,8,0,8
36,Karyawan Beratahan,Travel_Rarely,216,Research & Development,6,College,Medical,Medium,Male,84,High,Advanced,Manufacturing Director,Medium,Divorced,4941,2819,6,No,20,Very High,Very High,Medium,7,0,Excellent,3,2,0,1
38,Karyawan Beratahan,Travel_Rarely,1009,Sales,2,College,Life Sciences,Medium,Female,31,High,Advanced,Sales Executive,Low,Divorced,6893,19461,3,No,15,High,Very High,Low,11,3,Excellent,7,7,1,7
56,Karyawan Beratahan,Travel_Rarely,713,Research & Development,8,Bachelor,Life Sciences,High,Female,67,High,Basic,Research Scientist,Low,Divorced,4257,13939,4,Yes,18,High,High,Low,19,3,Excellent,2,2,2,2
59,Karyawan Beratahan,Travel_Frequently,1225,Sales,1,Below College,Life Sciences,Low,Female,57,Medium,Advanced,Sales Executive,High,Single,5473,24668,7,No,11,High,Very High,Very High,20,2,Good,4,3,1,3
27,Karyawan Beratahan,Travel_Rarely,1220,Research & Development,5,Bachelor,Life Sciences,High,Female,85,High,Basic,Research Scientist,Medium,Single,2478,20938,1,Yes,12,High,Medium,Very High,4,2,Good,4,3,1,2
35,Karyawan Beratahan,Travel_Rarely,882,Sales,3,Master,Life Sciences,Very High,Male,92,High,Intermediate ,Sales Executive,Very High,Divorced,7823,6812,6,No,13,High,Medium,Low,12,2,Excellent,10,9,0,8
34,Karyawan Beratahan,Travel_Rarely,546,Research & Development,10,Bachelor,Life Sciences,Medium,Male,83,High,Basic,Laboratory Technician,Medium,Divorced,2008,6896,1,No,14,High,Medium,Medium,1,3,Excellent,1,0,1,0
42,Karyawan Beratahan,Travel_Rarely,916,Research & Development,17,College,Life Sciences,Very High,Female,82,Very High,Advanced,Research Scientist,Low,Single,6545,23016,3,Yes,13,High,High,Very High,10,1,Excellent,3,2,0,2
34,Karyawan Beratahan,Travel_Rarely,1031,Research & Development,6,Master,Life Sciences,High,Female,45,Medium,Advanced,Research Scientist,Medium,Divorced,4505,15000,6,No,15,High,High,Low,12,3,Excellent,1,0,0,0
41,Karyawan Beratahan,Travel_Rarely,645,Sales,1,Bachelor,Marketing,Medium,Male,49,Very High,Intermediate ,Sales Executive,Low,Married,8392,19566,1,No,16,High,High,Low,10,2,Excellent,10,7,0,7
26,Karyawan Keluar,Travel_Frequently,426,Human Resources,17,Master,Life Sciences,Medium,Female,58,High,Basic,Human Resources,High,Divorced,2741,22808,0,Yes,11,High,Medium,Low,8,2,Good,7,7,1,0
31,Karyawan Keluar,Travel_Frequently,874,Research & Development,15,Bachelor,Medical,High,Male,72,High,Basic,Laboratory Technician,High,Married,2610,6233,1,No,12,High,High,Low,2,5,Good,2,2,2,2
19,Karyawan Keluar,Travel_Rarely,489,Human Resources,2,College,Technical Degree,Low,Male,52,Medium,Basic,Human Resources,Very High,Single,2564,18437,1,No,12,High,High,Very High,1,3,Outstanding,1,0,0,0
32,Karyawan Beratahan,Travel_Rarely,638,Research & Development,8,College,Medical,High,Female,91,Very High,Advanced,Research Scientist,High,Married,5175,22162,5,No,12,High,High,Low,9,3,Good,5,3,1,3
50,Karyawan Beratahan,Non-Travel,145,Sales,1,Bachelor,Life Sciences,Very High,Female,95,High,Advanced,Sales Executive,High,Married,6347,24920,0,No,12,High,Low,Low,19,3,Excellent,18,7,0,13
36,Karyawan Beratahan,Non-Travel,217,Research & Development,18,Master,Life Sciences,Low,Male,78,High,Advanced,Manufacturing Director,Very High,Single,7779,23238,2,No,20,Very High,Low,Very High,18,0,Excellent,11,9,0,9
44,Karyawan Beratahan,Travel_Rarely,1099,Sales,5,Bachelor,Marketing,Medium,Male,88,High,Advanced,Manager,Medium,Married,18213,8751,7,No,11,High,High,Low,26,5,Excellent,22,9,3,10
25,Karyawan Beratahan,Travel_Rarely,810,Sales,8,Bachelor,Life Sciences,Very High,Male,57,Very High,Advanced,Sales Executive,Medium,Married,4851,15678,0,No,22,Very High,High,Low,4,4,Excellent,3,2,1,2
33,Karyawan Beratahan,Travel_Rarely,461,Research & Development,13,Below College,Life Sciences,Medium,Female,53,High,Basic,Research Scientist,Very High,Single,3452,17241,3,No,18,High,Low,Very High,5,4,Excellent,3,2,0,2
27,Karyawan Beratahan,Travel_Rarely,1103,Research & Development,14,Bachelor,Life Sciences,Low,Male,42,High,Basic,Research Scientist,Low,Married,2235,14377,1,Yes,14,High,Very High,Medium,9,3,Good,9,7,6,8
29,Karyawan Beratahan,Travel_Rarely,718,Research & Development,8,Below College,Medical,Medium,Male,79,Medium,Advanced,Manufacturing Director,Very High,Married,5056,17689,1,Yes,15,High,High,Low,10,2,Good,10,7,1,2
50,Karyawan Beratahan,Travel_Rarely,328,Research & Development,1,Bachelor,Medical,High,Male,86,Medium,Basic,Laboratory Technician,High,Married,3690,3425,2,No,15,High,Very High,Low,5,2,Good,3,2,0,2
25,Karyawan Beratahan,Travel_Rarely,266,Research & Development,1,Bachelor,Medical,Very High,Female,40,High,Basic,Research Scientist,Medium,Single,2096,18830,1,No,18,High,Very High,Very High,2,3,Good,2,2,2,1
35,Karyawan Beratahan,Travel_Rarely,528,Human Resources,8,Master,Technical Degree,High,Male,100,High,Basic,Human Resources,High,Single,4323,7108,1,No,17,High,Medium,Very High,6,2,Low,5,4,1,4
33,Karyawan Keluar,Travel_Rarely,350,Sales,5,Bachelor,Marketing,Very High,Female,34,High,Basic,Sales Representative,High,Single,2851,9150,1,Yes,13,High,Medium,Very High,1,2,Excellent,1,0,0,0
57,Karyawan Beratahan,Travel_Rarely,210,Sales,29,Bachelor,Marketing,Low,Male,56,Medium,Advanced,Manager,Very High,Divorced,14118,22102,3,No,12,High,High,Low,32,3,Good,1,0,0,0
39,Karyawan Keluar,Travel_Rarely,895,Sales,5,Bachelor,Technical Degree,Very High,Male,56,High,Advanced,Sales Representative,Very High,Married,2086,3335,3,No,14,High,High,Low,19,6,Outstanding,1,0,0,0
20,Karyawan Keluar,Travel_Frequently,769,Sales,9,Bachelor,Marketing,Very High,Female,54,High,Basic,Sales Representative,Very High,Single,2323,17205,1,Yes,14,High,Medium,Very High,2,3,Excellent,2,2,0,2
58,Karyawan Beratahan,Non-Travel,390,Research & Development,1,Master,Life Sciences,Very High,Male,32,Low,Advanced,Healthcare Representative,High,Divorced,5660,17056,2,Yes,13,High,Very High,Low,12,2,Excellent,5,3,1,2
51,Karyawan Beratahan,Travel_Rarely,1302,Research & Development,2,Bachelor,Medical,Very High,Male,84,Low,Advanced,Manufacturing Director,Medium,Divorced,5482,16321,5,No,18,High,Very High,Low,13,3,Excellent,4,1,1,2
33,Karyawan Beratahan,Travel_Rarely,922,Research & Development,1,Doctor,Medical,Low,Female,95,Very High,Advanced,Research Director,High,Divorced,16184,22578,4,No,19,High,High,Low,10,2,Excellent,6,1,0,5
38,Karyawan Beratahan,Travel_Rarely,130,Sales,2,College,Marketing,Very High,Male,32,High,Intermediate ,Sales Executive,Medium,Single,7351,20619,7,No,16,High,High,Very High,10,2,Excellent,1,0,0,0
37,Karyawan Beratahan,Non-Travel,728,Research & Development,1,Master,Medical,Low,Female,80,High,Intermediate ,Research Director,Very High,Divorced,13603,11677,2,Yes,18,High,Low,Medium,15,2,Excellent,5,2,0,2
37,Karyawan Beratahan,Travel_Rarely,408,Research & Development,19,College,Life Sciences,Medium,Male,73,High,Basic,Research Scientist,Medium,Married,3022,10227,4,No,21,Very High,Low,Very High,8,1,Excellent,1,0,0,0
33,Karyawan Keluar,Travel_Rarely,465,Research & Development,2,College,Life Sciences,Low,Female,39,High,Basic,Laboratory Technician,Low,Married,2707,21509,7,No,20,Very High,Low,Very High,13,3,Outstanding,9,7,1,7
39,Karyawan Beratahan,Travel_Rarely,524,Research & Development,18,College,Life Sciences,Low,Male,32,High,Advanced,Manufacturing Director,High,Single,4534,13352,0,No,11,High,Low,Very High,9,6,Excellent,8,7,1,7
22,Karyawan Keluar,Travel_Frequently,1368,Research & Development,4,Below College,Technical Degree,High,Male,99,Medium,Basic,Laboratory Technician,High,Single,3894,9129,5,No,16,High,High,Very High,4,3,Excellent,2,2,1,2
52,Karyawan Beratahan,Travel_Rarely,1325,Research & Development,11,Master,Life Sciences,Very High,Female,82,High,Advanced,Laboratory Technician,High,Married,3149,21821,8,No,20,Very High,Medium,Low,9,3,Excellent,5,2,1,4
40,Karyawan Beratahan,Travel_Rarely,1492,Research & Development,20,Master,Technical Degree,Low,Male,61,High,Intermediate ,Healthcare Representative,Very High,Married,10322,26542,4,No,20,Very High,Very High,Low,14,6,Excellent,11,10,11,1
35,Karyawan Beratahan,Travel_Rarely,1219,Sales,18,Bachelor,Medical,High,Female,86,High,Advanced,Sales Executive,High,Married,4601,6179,1,No,16,High,Medium,Very High,5,3,Excellent,5,2,1,0
47,Karyawan Beratahan,Travel_Rarely,1454,Sales,2,Master,Life Sciences,Very High,Female,65,Medium,Basic,Sales Representative,Very High,Single,3294,13137,1,Yes,18,High,Low,Very High,3,3,Good,3,2,1,2
54,Karyawan Beratahan,Non-Travel,142,Human Resources,26,Bachelor,Human Resources,Very High,Female,30,Very High,Advanced,Manager,Very High,Single,17328,13871,2,Yes,12,High,High,Very High,23,3,Excellent,5,3,4,4
32,Karyawan Keluar,Travel_Rarely,374,Research & Development,25,Master,Life Sciences,Low,Male,87,High,Basic,Laboratory Technician,Very High,Single,2795,18016,1,Yes,24,Very High,High,Very High,1,2,Low,1,0,0,1
29,Karyawan Beratahan,Non-Travel,1496,Research & Development,1,Below College,Technical Degree,Very High,Male,41,High,Advanced,Manufacturing Director,High,Married,4319,26283,1,No,13,High,Low,Low,10,1,Excellent,10,7,0,9
28,Karyawan Beratahan,Travel_Rarely,640,Research & Development,1,Bachelor,Technical Degree,Very High,Male,84,High,Basic,Research Scientist,Low,Single,2080,4732,2,No,11,High,Medium,Very High,5,2,Good,3,2,1,2
36,Karyawan Beratahan,Travel_Rarely,938,Research & Development,2,Master,Medical,High,Male,79,High,Basic,Laboratory Technician,High,Single,2519,12287,4,No,21,Very High,High,Very High,16,6,Excellent,11,8,3,9
34,Karyawan Beratahan,Travel_Frequently,648,Human Resources,11,Bachelor,Life Sciences,High,Male,56,Medium,Advanced,Human Resources,Medium,Married,4490,21833,4,No,11,High,Very High,Medium,14,5,Outstanding,10,9,1,8
39,Karyawan Beratahan,Travel_Frequently,672,Research & Development,7,College,Medical,High,Male,54,Medium,Advanced,Manager,Very High,Married,19272,21141,1,No,15,High,Low,Low,21,2,Excellent,21,9,13,3
56,Karyawan Keluar,Travel_Rarely,441,Research & Development,14,Master,Life Sciences,Medium,Female,72,High,Basic,Research Scientist,Medium,Married,4963,4510,9,Yes,18,High,Low,High,7,2,Excellent,5,4,4,3
44,Karyawan Beratahan,Travel_Rarely,1117,Research & Development,2,Below College,Life Sciences,Low,Female,72,Very High,Basic,Research Scientist,Very High,Married,2011,19982,1,No,13,High,Very High,Low,10,5,Excellent,10,5,7,7
49,Karyawan Beratahan,Travel_Rarely,527,Research & Development,8,College,Other,Low,Female,51,High,Intermediate ,Laboratory Technician,Medium,Married,7403,22477,4,No,11,High,High,Low,29,3,Good,26,9,1,7
42,Karyawan Keluar,Travel_Frequently,933,Research & Development,19,Bachelor,Medical,High,Male,57,Very High,Basic,Research Scientist,High,Divorced,2759,20366,6,Yes,12,High,Very High,Very High,7,2,Excellent,2,2,2,2
30,Karyawan Beratahan,Travel_Rarely,1329,Sales,29,Master,Life Sciences,High,Male,61,High,Advanced,Sales Executive,Low,Divorced,4115,13192,8,No,19,High,High,High,8,3,Excellent,4,3,0,3
40,Karyawan Beratahan,Non-Travel,218,Research & Development,8,Below College,Medical,Very High,Male,55,Medium,Intermediate ,Research Director,Medium,Divorced,13757,25178,2,No,11,High,High,Low,16,5,Excellent,9,8,4,8
44,Karyawan Beratahan,Non-Travel,381,Research & Development,24,Bachelor,Medical,Low,Male,49,Low,Basic,Laboratory Technician,High,Single,3708,2104,2,No,14,High,High,Very High,9,5,Excellent,5,2,1,4
52,Karyawan Beratahan,Travel_Frequently,890,Research & Development,25,Master,Medical,High,Female,81,Medium,Advanced,Manufacturing Director,Very High,Married,13826,19028,3,No,22,Very High,High,Very High,31,3,Excellent,9,8,0,0
54,Karyawan Beratahan,Travel_Rarely,971,Research & Development,1,Bachelor,Medical,Very High,Female,54,High,Advanced,Research Director,Very High,Single,17328,5652,6,No,19,High,Very High,Very High,29,3,Good,20,7,12,7
25,Karyawan Keluar,Travel_Rarely,1219,Research & Development,4,Below College,Technical Degree,Very High,Male,32,High,Basic,Laboratory Technician,Very High,Married,3691,4605,1,Yes,15,High,Medium,Low,7,3,Outstanding,7,7,5,6
35,Karyawan Beratahan,Non-Travel,1225,Research & Development,2,Master,Life Sciences,Very High,Female,61,High,Advanced,Healthcare Representative,Low,Divorced,5093,4761,2,No,11,High,Low,Low,16,2,Outstanding,1,0,0,0
29,Karyawan Beratahan,Travel_Rarely,657,Research & Development,27,Bachelor,Medical,Medium,Female,66,High,Advanced,Healthcare Representative,High,Married,4335,25549,4,No,12,High,Low,Low,11,3,Good,8,7,1,1
22,Karyawan Beratahan,Travel_Rarely,534,Research & Development,15,Bachelor,Medical,Medium,Female,59,High,Basic,Laboratory Technician,Very High,Single,2871,23785,1,No,15,High,High,Very High,1,5,Excellent,0,0,0,0
38,Karyawan Beratahan,Travel_Rarely,1495,Research & Development,10,Bachelor,Medical,High,Female,76,High,Advanced,Healthcare Representative,High,Married,9824,22174,3,No,19,High,High,Low,18,4,Excellent,1,0,0,0
33,Karyawan Beratahan,Travel_Rarely,586,Sales,1,Bachelor,Medical,Low,Male,48,Very High,Advanced,Sales Executive,Low,Divorced,4037,21816,1,No,22,Very High,Low,Low,9,5,Excellent,9,8,0,8
25,Karyawan Keluar,Travel_Frequently,599,Sales,24,Below College,Life Sciences,High,Male,73,Low,Basic,Sales Representative,Very High,Single,1118,8040,1,Yes,14,High,Very High,Very High,1,4,Excellent,1,0,1,0
31,Karyawan Beratahan,Travel_Rarely,480,Research & Development,7,College,Medical,Medium,Female,31,High,Advanced,Manufacturing Director,Low,Married,4306,4156,1,No,12,High,Medium,Low,13,5,Low,13,10,3,12
29,Karyawan Beratahan,Travel_Rarely,1176,Sales,3,College,Medical,Medium,Female,62,High,Advanced,Sales Executive,High,Married,5561,3487,1,No,14,High,Low,Low,6,5,Good,6,0,1,2
29,Karyawan Beratahan,Travel_Frequently,1404,Sales,20,Bachelor,Technical Degree,High,Female,84,High,Basic,Sales Representative,Very High,Married,2157,18203,1,No,15,High,Medium,Low,3,5,Excellent,3,1,0,2
